300	눕
301	눗
302	눙
303	눠
304	뉘
305	뉴
306	늄
307	늉
308	느
309	늑
310	는
311	늘
312	늙
313	늠
314	능
315	늦
316	늪
317	늬
318	니
319	닉
320	닌
321	닐
322	님
323	닙
324	닛
325	닝
326	닢
327	다
328	닥
329	닦
330	단
331	닫
332	달
333	닭
334	닮
335	닯
336	닳
337	담
338	답
339	닷
340	당
341	닻
342	닿
343	대
344	댁
345	댄
346	댈
347	댐
348	댑
349	댓
350	댕
351	댜
352	더
353	덕
354	던
355	덜
356	덟
357	덤
358	덥
359	덧
360	덩
361	덫
362	덮
363	데
364	덱
365	덴
366	델
367	뎀
368	뎁
369	뎃
370	뎅
371	뎌
372	도
373	독
374	돈
375	돋
376	돌
377	돔
378	돕
379	돗
380	동
381	돛
382	돼
383	됐
384	되
385	된
386	될
387	됨
388	됩
389	됴
390	두
391	둑
392	둔
393	둘
394	둠
395	둡
396	둣
397	둥
398	둬
399	뒀
400	뒤
401	뒷
402	듀
403	듄
404	듈
405	듐
406	드
407	득
408	든
409	듣
410	들
411	듦
412	듬
413	듭
414	듯
415	등
416	디
417	딕
418	딘
419	딛
420	딜
421	딤
422	딥
423	딧
424	딩
425	딪
426	따
427	딱
428	딴
429	딸
430	땀
431	땃
432	땄
433	땅
434	때
435	땐
436	땔
437	땜
438	땡
439	떠
440	떡
441	떤
442	떨
443	떳
444	떴
445	떵
446	떻
447	떼
448	뗄
449	또
450	똑
451	똘
452	똠
453	똥
454	뚜
455	뚝
456	뚤
457	뚫
458	뚱
459	뛰
460	뛴
461	뛸
462	뜀
463	뜨
464	뜩
465	뜬
466	뜯
467	뜰
468	뜸
469	뜻
470	띄
471	띠
472	띤
473	띨
474	띵
475	라
476	락
477	란
478	랄
479	람
480	랍
481	랏
482	랐
483	랑
484	랗
485	래
486	랙
487	랜
488	랠
489	램
490	랩
491	랫
492	랬
493	랭
494	랴
495	략
496	랸
497	량
498	러
499	럭
500	런
501	럴
502	럼
503	럽
504	럿
505	렀
506	렁
507	렇
508	레
509	렉
510	렌
511	렐
512	렘
513	렙
514	렛
515	렝
516	려
517	력
518	련
519	렬
520	렴
521	렵
522	렷
523	렸
524	령
525	례
526	롄
527	로
528	록
529	론
530	롤
531	롬
532	롭
533	롯
534	롱
535	롸
536	뢰
537	료
538	룡
539	루
540	룩
541	룬
542	룰
543	룸
544	룹
545	룻
546	룽
547	뤄
548	뤘
549	뤠
550	뤼
551	뤽
552	륀
553	류
554	륙
555	륜
556	률
557	륨
558	륭
559	르
560	륵
561	른
562	를
563	름
564	릅
565	릇
566	릉
567	릎
568	리
569	릭
570	린
571	릴
572	림
573	립
574	릿
575	링
576	마
577	막
578	만
579	많
580	맏
581	말
582	맑
583	맘
584	맙
585	맛
586	망
587	맞
588	맡
589	매
590	맥
591	맨
592	맬
593	맴
594	맵
595	맷
596	맹
597	맺
598	먀
599	머
600	먹
601	먼
602	멀
603	멈
604	멋
605	멍
606	메
607	멕
608	멘
609	멜
610	멤
611	멧
612	멩
613	며
614	멱
615	면
616	멸
617	명
618	몇
619	모
620	목
621	몫
622	몬
623	몰
624	몸
625	몹
626	못
627	몽
628	뫄
629	뫼
630	묘
631	무
632	묵
633	묶
634	문
635	묻
636	물
637	묽
638	뭄
639	뭇
640	뭉
641	뭐
642	뭔
643	뭘
644	뮈
645	뮌
646	뮐
647	뮤
648	뮨
649	뮬
650	므
651	믄
652	믈
653	믐
654	미
655	믹
656	민
657	믿
658	밀
659	밈
660	밋
661	밍
662	및
663	밑
664	바
665	박
666	밖
667	반
668	받
669	발
670	밝
671	밟
672	밤
673	밥
674	밧
675	방
676	밭
677	배
678	백
679	밴
680	밸
681	뱀
682	뱁
683	뱃
684	뱅
685	뱉
686	뱌
687	버
688	벅
689	번
690	벌
691	범
692	법
693	벗
694	벙
695	벚
696	베
697	벡
698	벤
699	벨
700	벰
701	벳
702	벵
703	벼
704	벽
705	변
706	별
707	볍
708	병
709	볕
710	보
711	복
712	볶
713	본
714	볼
715	봄
716	봅
717	봇
718	봉
719	봐
720	봤
721	뵈
722	뵙
723	뵤
724	부
725	북
726	분
727	불
728	붉
729	붐
730	붓
731	붕
732	붙
733	뷔
734	뷰
735	뷸
736	브
737	븐
738	블
739	비
740	빅
741	빈
742	빌
743	빔
744	빕
745	빗
746	빙
747	빚
748	빛
749	빠
750	빡
751	빤
752	빨
753	빵
754	빼
755	빽
756	뺀
757	뺏
758	뺑
759	뺨
760	뻐
761	뻑
762	뻔
763	뻗
764	뻘
765	뻤
766	뻥
767	뻬
768	뼈
769	뽀
770	뽁
771	뽈
772	뽐
773	뽑
774	뽕
775	뾰
776	뿌
777	뿍
778	뿐
779	뿔
780	뿜
781	뿡
782	쀼
783	쁘
784	쁜
785	쁠
786	쁨
787	삐
788	사
789	삭
790	산
791	살
792	삵
793	삶
794	삼
795	삽
796	삿
797	샀
798	상
799	새
800	색
801	샌
802	샐
803	샘
804	샛
805	생
806	샤
807	샨
808	샬
809	샴
810	샵
811	샷
812	샹
813	샾
814	섀
815	서
816	석
817	섞
818	선
819	설
820	섬
821	섭
822	섯
823	섰
824	성
825	세
826	섹
827	센
828	셀
829	셈
830	셉
831	셋
832	셍
833	셔
834	션
835	셜
836	셨
837	셩
838	셰
839	셴
840	셸
841	소
842	속
843	손
844	솔
845	솜
846	솝
847	솟
848	송
849	솥
850	쇄
851	쇠
852	쇳
853	쇼
854	숀
855	숄
856	숍
857	숏
858	숑
859	수
860	숙
861	순
862	숟
863	술
864	숨
865	숫
866	숭
867	숯
868	숱
869	숲
870	숴
871	쉐
872	쉔
873	쉘
874	쉬
875	쉭
876	쉰
877	쉴
878	쉼
879	쉽
880	슈
881	슐
882	슘
883	슛
884	슝
885	스
886	슨
887	슬
888	슭
889	슴
890	습
891	슷
892	승
893	시
894	식
895	신
896	싣
897	실
898	싫
899	심
900	십
901	싯
902	싱
903	싶
904	싸
905	싹
906	싼
907	쌀
908	쌈
909	쌉
910	쌌
911	쌍
912	쌓
913	쌔
914	쌘
915	쌤
916	쌩
917	썅
918	써
919	썩
920	썬
921	썰
922	썸
923	썹
924	썼
925	썽
926	쎄
927	쎈
928	쏘
929	쏙
930	쏜
931	쏟
932	쏠
933	쏭
934	쏴
935	쐐
936	쑈
937	쑤
938	쑥
939	쑨
940	쑹
941	쓰
942	쓴
943	쓸
944	씀
945	씌
946	씨
947	씩
948	씬
949	씰
950	씸
951	씹
952	씻
953	씽
954	아
955	악
956	안
957	앉
958	않
959	알
960	앎
961	앓
962	암
963	압
964	앗
965	았
966	앙
967	앞
968	애
969	액
970	앤
971	앨
972	앰
973	앱
974	앳
975	앵
976	야
977	약
978	얀
979	얄
980	얇
981	얌
982	얍
983	얏
984	양
985	얕
986	얘
987	얜
988	어
989	억
990	언
991	얹
992	얻
993	얼
994	얽
995	엄
996	업
997	없
998	엇
999	었
1000	엉
1001	엌
1002	엎
1003	에
1004	엑
1005	엔
1006	엘
1007	엠
1008	엡
1009	엣
1010	엥
1011	여
1012	역
1013	엮
1014	연
1015	열
1016	염
1017	엽
1018	엿
1019	였
1020	영
1021	옅
1022	옆
1023	예
1024	옌
1025	옐
1026	옛
1027	오
1028	옥
1029	온
1030	올
1031	옮
1032	옳
1033	옴
1034	옵
1035	옷
1036	옹
1037	옻
1038	와
1039	왁
1040	완
1041	왈
1042	왑
1043	왓
1044	왔
1045	왕
1046	왜
1047	왠
1048	왱
1049	외
1050	왼
1051	요
1052	욕
1053	욘
1054	욜
1055	욤
1056	욥
1057	욧
1058	용
1059	우
1060	욱
1061	운
1062	울
1063	움
1064	웁
1065	웃
1066	웅
1067	워
1068	웍
1069	원
1070	월
1071	웜
1072	웠
1073	웡
1074	웨
1075	웩
1076	웬
1077	웰
1078	웹
1079	위
1080	윅
1081	윈
1082	윌
1083	윔
1084	윗
1085	윙
1086	유
1087	육
1088	윤
1089	율
1090	윰
1091	윳
1092	융
1093	윷
1094	으
1095	윽
1096	은
1097	을
1098	음
1099	읍
1100	응
1101	의
1102	이
1103	익
1104	인
1105	일
1106	읽
1107	잃
1108	임
1109	입
1110	잇
1111	있
1112	잉
1113	잊
1114	잎
1115	자
1116	작
1117	잔
1118	잖
1119	잘
1120	잠
1121	잡
1122	잣
1123	장
1124	잦
1125	재
1126	잭
1127	잰
1128	잼
1129	잽
1130	잿
1131	쟁
1132	쟈
1133	쟌
1134	쟝
1135	저
1136	적
1137	전
1138	절
1139	젊
1140	점
1141	접
1142	젓
1143	정
1144	젖
1145	제
1146	젝
1147	젠
1148	젤
1149	젬
1150	젭
1151	젯
1152	져
1153	젼
1154	졌
1155	조
1156	족
1157	존
1158	졸
1159	좀
1160	좁
1161	종
1162	좋
1163	좌
1164	좡
1165	죄
1166	죠
1167	죤
1168	주
1169	죽
1170	준
1171	줄
1172	줌
1173	줍
1174	줏
1175	중
1176	줘
1177	줬
1178	쥐
1179	쥔
1180	쥘
1181	쥬
1182	쥰
1183	쥴
1184	즈
1185	즉
1186	즌
1187	즐
1188	즘
1189	즙
1190	증
1191	지
1192	직
1193	진
1194	질
1195	짊
1196	짐
1197	집
1198	짓
1199	징
1200	짖
1201	짙
1202	짚
1203	짜
1204	짝
1205	짠
1206	짤
1207	짧
1208	짬
1209	짱
1210	째
1211	쨌
1212	쨍
1213	쨔
1214	쩌
1215	쩍
1216	쩐
1217	쩔
1218	쩜
1219	쩡
1220	쪼
1221	쪽
1222	쫀
1223	쫄
1224	쫓
1225	쬐
1226	쭈
1227	쭉
1228	쭝
1229	쭤
1230	쮸
1231	쯔
1232	쯤
1233	찌
1234	찍
1235	찐
1236	찔
1237	찜
1238	찝
1239	찡
1240	찢
1241	차
1242	착
1243	찬
1244	찮
1245	찰
1246	참
1247	찹
1248	찻
1249	창
1250	찾
1251	채
1252	책
1253	챈
1254	챌
1255	챔
1256	챗
1257	챙
1258	챠
1259	챤
1260	챰
1261	챵
1262	처
1263	척
1264	천
1265	철
1266	첨
1267	첩
1268	첫
1269	청
1270	체
1271	첸
1272	첼
1273	쳄
1274	쳇
1275	쳉
1276	쳐
1277	쳔
1278	쳤
1279	초
1280	촉
1281	촌
1282	촐
1283	촘
1284	촛
1285	총
1286	촨
1287	촬
1288	최
1289	쵸
1290	추
1291	축
1292	춘
1293	출
1294	춤
1295	춥
1296	춧
1297	충
1298	춰
1299	췄
1300	췌
1301	취
1302	췬
1303	츄
1304	츈
1305	츠
1306	측
1307	츨
1308	츳
1309	층
1310	치
1311	칙
1312	친
1313	칠
1314	칡
1315	침
1316	칩
1317	칫
1318	칭
1319	카
1320	칸
1321	칼
1322	캄
1323	캅
1324	캇
1325	캉
1326	캐
1327	캔
1328	캘
1329	캠
1330	캡
1331	캣
1332	캥
1333	캬
1334	커
1335	컨
1336	컫
1337	컬
1338	컴
1339	컵
1340	컷
1341	컸
1342	컹
1343	케
1344	켄
1345	켈
1346	켐
1347	켓
1348	켕
1349	켜
1350	켰
1351	코
1352	콕
1353	콘
1354	콜
1355	콤
1356	콥
1357	콧
1358	콩
1359	콰
1360	콴
1361	콸
1362	쾌
1363	쾨
1364	쾰
1365	쿄
1366	쿠
1367	쿡
1368	쿤
1369	쿨
1370	쿰
1371	쿱
1372	쿵
1373	쿼
1374	퀀
1375	퀄
1376	퀘
1377	퀴
1378	퀵
1379	퀸
1380	퀼
1381	큅
1382	큐
1383	큘
1384	큠
1385	크
1386	큭
1387	큰
1388	클
1389	큼
1390	키
1391	킥
1392	킨
1393	킬
1394	킴
1395	킵
1396	킷
1397	킹
1398	타
1399	탁
1400	탄
1401	탈
1402	탉
1403	탐
1404	탑
1405	탓
1406	탔
1407	탕
1408	태
1409	택
1410	탠
1411	탤
1412	탬
1413	탭
1414	탯
1415	탱
1416	탸
1417	터
1418	턱
1419	턴
1420	털
1421	텀
1422	텁
1423	텃
1424	텅
1425	테
1426	텍
1427	텐
1428	텔
1429	템
1430	텝
1431	텟
1432	텡
1433	톈
1434	토
1435	톡
1436	톤
1437	톨
1438	톰
1439	톱
1440	톳
1441	통
1442	퇴
1443	투
1444	툭
1445	툰
1446	툴
1447	툼
1448	퉁
1449	튀
1450	튕
1451	튜
1452	튠
1453	튤
1454	튬
1455	트
1456	특
1457	튼
1458	틀
1459	틈
1460	티
1461	틱
1462	틴
1463	틸
1464	팀
1465	팁
1466	팃
1467	팅
1468	파
1469	팍
1470	판
1471	팔
1472	팜
1473	팝
1474	팟
1475	팡
1476	팥
1477	패
1478	팩
1479	팬
1480	팰
1481	팸
1482	팹
1483	팻
1484	팽
1485	퍼
1486	퍽
1487	펀
1488	펄
1489	펌
1490	펍
1491	펑
1492	페
1493	펙
1494	펜
1495	펠
1496	펨
1497	펩
1498	펫
1499	펭
1500	펴
1501	편
1502	펼
1503	폄
1504	폈
1505	평
1506	폐
1507	포
1508	폭
1509	폰
1510	폴
1511	폼
1512	폿
1513	퐁
1514	표
1515	푸
1516	푹
1517	푼
1518	풀
1519	품
1520	풋
1521	풍
1522	퓌
1523	퓨
1524	퓰
1525	퓸
1526	프
1527	픈
1528	플
1529	픔
1530	피
1531	픽
1532	핀
1533	필
1534	핌
1535	핍
1536	핏
1537	핑
1538	하
1539	학
1540	한
1541	할
1542	핥
1543	함
1544	합
1545	핫
1546	항
1547	해
1548	핵
1549	핸
1550	핼
1551	햄
1552	햅
1553	햇
1554	했
1555	행
1556	햐
1557	향
1558	허
1559	헉
1560	헌
1561	헐
1562	험
1563	헛
1564	헝
1565	헤
1566	헥
1567	헨
1568	헬
1569	헴
1570	헵
1571	헷
1572	혀
1573	혁
1574	현
1575	혈
1576	혐
1577	협
1578	혔
1579	형
1580	혜
1581	호
1582	혹
1583	혼
1584	홀
1585	홈
1586	홉
1587	홋
1588	홍
1589	화
1590	확
1591	환
1592	활
1593	황
1594	횃
1595	회
1596	획
1597	횟
1598	횡
1599	효
1600	후
1601	훅
1602	훈
1603	훌
1604	훔
1605	훗
1606	훙
1607	훠
1608	훤
1609	훨
1610	훼
1611	휀
1612	휘
1613	휜
1614	휠
1615	휩
1616	휴
1617	휼
1618	흄
1619	흉
1620	흐
1621	흑
1622	흔
1623	흘
1624	흙
1625	흠
1626	흡
1627	흥
1628	흩
1629	희
1630	흰
1631	히
1632	힉
1633	힌
1634	힐
1635	힘
1636	힙
1637	힛
1638	힝
